Income_2019,Income_2020,Percent_Change_2020,Per_Capita_Exp_ESRD,Avg_Risk_Score_ESRD,Person_Years_ESRD,Per_Capita_Exp_DIS,Avg_Risk_Score_DIS,Person_Years_DIS,Per_Capita_Exp_AGDU,Avg_Risk_Score_AGDU,Person_Years_AGDU,Per_Capita_Exp_AGND,Avg_Risk_Score_AGND,Person_Years_AGND
"46,704","49,170",5.3,96855.41,1.0418,10.83,12540.74,0.93287,185.75,27437.25,1.12807,99.25,12072.62,1.08586,1368.92
"41,365","46,391",12.2,*,*,*,6421.11,0.8325,34.75,10621.99,0.70093,43.33,10985.78,1.04044,190.08
"43,459","46,405",6.8,*,*,*,12144.03,1.11159,46.25,26813.77,1.01211,44.08,10886.22,1.08331,406.25
"46,813","50,458",7.8,112247.16,1.07438,17,15963.52,0.89077,142.83,24764.34,0.8582,154.83,10885.75,0.90223,1162.83
"70,813","72,218",2.0,94343.94,0.99063,491.42,13903.15,1.03968,3437.92,20748.11,0.96252,3639,11279.92,0.96063,51730.33
"44,388","47,999",8.1,*,*,*,17622.61,1.08558,44.75,23705.04,0.94049,62.92,14649.26,0.93002,330.25
"63,236","64,164",1.5,79110.62,0.97443,104.58,12579.71,0.97659,1058.5,25887.86,0.9975,499.58,10236.36,0.92668,14639.75
"44,216","47,532",7.5,92487.38,0.93393,13.92,11508.93,0.86034,225.75,21752.99,0.87379,200.33,10455.49,0.86657,1640.92
"31,497","34,970",11.0,*,*,*,11760.08,0.75675,33.92,22555.22,0.88297,47,12240.08,1.03546,310.92
"53,372","55,863",4.7,75590.5,0.91994,33.92,13795.64,1.07781,379.67,29006.73,1.11094,254.67,11698.29,0.97692,3626.25
"32,816","35,113",7.0,76504.41,1.01669,62.92,10924.19,0.94822,883.08,24203.84,1.04652,305.83,10968.83,1.08308,3802.08
"53,393","61,049",14.3,*,*,*,9283.69,0.71691,33.58,19094.46,0.91913,22,12486.35,0.9314,175.92
"54,198","49,986",-7.8,*,*,*,16802.69,1.19382,42.83,20801,0.85138,53.5,13358.61,0.92967,224.58
"52,168","53,533",2.6,*,*,*,12411.36,1.12369,26.17,16347.54,0.85181,50.83,9134.25,0.83605,314.67
"41,098","45,362",10.4,*,*,*,16219.02,1.03759,81.17,23459.54,0.82934,55.92,10934.56,1.05576,449.33
"57,475","66,079",15.0,*,*,*,9752.14,1.00095,35,17839.32,0.84466,71.83,15463.55,0.90913,176.08
"64,391","68,821",6.9,*,*,*,9749.53,0.95333,48.67,19854.02,0.80506,37.17,11779.32,0.95489,406.42
"64,488","66,125",2.5,85750.84,0.97746,3011.83,15327.44,1.1998,13797.75,23126.75,1.06568,10429.83,11365.18,1.02366,101382.5
"40,633","43,888",8.0,90507.82,1.02368,25.17,8902.14,0.81369,143.83,15861.85,0.84365,164.58,11747.61,0.9838,902.17
"50,626","55,258",9.1,69181.61,0.86836,37.92,10567.92,0.84579,179.58,17304.83,0.87672,222.58,10600.43,0.89775,1090.58
"41,006","44,449",8.4,*,*,*,12098.06,1.02413,104.17,26916.78,1.09683,72.17,11908.35,0.99063,572
"62,252","64,434",3.5,85540.22,0.97614,413.75,13012.53,1.03949,3396.92,22617.52,0.96233,2470.17,11268.47,0.95831,39487
"60,771","59,557",-2.0,84780.85,0.97711,43.5,13323.36,0.94352,299.67,22794.08,0.97584,294.5,11787.54,0.99074,2110.92
"40,807","46,630",14.3,*,*,*,8859.24,0.78837,24.17,17732,0.98305,29.5,10086.66,0.99242,231.17
"49,033","50,347",2.7,96613.51,0.98071,43.75,9945.51,0.85238,142.75,18829.99,0.9066,262.42,9241.71,0.93438,394.58
"44,711","46,722",4.5,*,*,*,8669.59,0.93046,55.33,30125.98,1.0253,43.42,11132.32,0.94638,399.75
"43,378","47,167",8.7,115716.21,0.98487,32.08,15334.48,1.07562,194.25,23032.34,0.97884,295.58,13443.61,0.99165,539.08
"67,745","59,608",-12.0,100437.67,0.96327,25.42,14127.03,1.10909,248,28816.62,0.99825,244.42,11435.69,0.97425,1743.5
"52,948","49,351",-6.8,78961.41,0.94009,188.33,9914.2,0.94982,1351.58,18223.65,0.89262,1263.75,10485.96,0.99113,6133.67
"62,452","73,295",17.4,*,*,*,23253.52,0.88789,24.08,12976.8,0.76554,40.33,11231.05,1.01077,235.08
"47,591","49,456",3.9,87084.46,0.99377,176.42,12421.31,1.0077,1366.42,26395.71,1.08869,842.75,11270.74,1.03947,10951.58
"37,894","40,768",7.6,71045.14,0.95982,880.92,10947.59,0.99608,3393,17629.81,0.99162,3288.08,10611.49,1.07642,20428.42
"42,446","44,773",5.5,79169.26,0.85304,26.75,8762.43,0.8645,489.08,18541.6,0.96511,282.5,9288.45,0.90791,3103.92
"36,678","40,389",10.1,70571.83,0.98924,20.25,10659.61,0.95425,267,21898.03,0.97589,151.17,10734.48,0.9884,973.92
"41,009","42,843",4.5,77855.8,0.96815,23.17,13761.29,1.06676,482,27719.83,1.04496,331.83,12116.08,1.09766,3341.92
"59,756","61,840",3.5,98276.22,1.08225,20.17,13204.77,1.03772,268.33,25589.62,1.03156,274.17,11778.54,0.94808,3657
"46,330","48,931",5.6,*,*,*,14351.84,1.08918,56.42,17632.9,0.91626,50.58,12182.68,1.0632,432.58
"44,395","44,760",0.8,84854.82,1.01401,9.58,9299.13,0.88249,54,20641.59,0.91094,64.5,11675.57,1.00907,518.83
"48,955","54,722",11.8,*,*,*,19127.29,1.10764,30.25,41128.85,0.94742,29,12374.41,0.98564,141.58
"63,261","63,012",-0.4,98430.42,0.99691,594.42,14538.13,1.09129,3028.42,18678.19,0.95971,3233,10912.67,0.96419,29772.42
"44,331","47,316",6.7,*,*,*,10879.34,0.90115,135,24040.7,1.14986,90.17,11196.76,0.98204,1087.08
"39,140","40,983",4.7,81661.57,0.96831,20.33,11604.7,0.83488,284.25,25781.38,0.96726,183.25,11331.58,1.00103,1750.25
"33,917","35,893",5.8,81277.81,1.01506,35.83,9746.95,0.96194,201.75,16559.06,0.86848,331.5,10796.64,1.00544,625
"45,865","47,535",3.6,75476.77,0.89341,23,14008.95,1.02471,142.5,16115.99,0.76386,185.17,10076.75,0.93118,812.42
"55,995","57,087",2.0,96445.69,1.03128,401.58,13856.86,1.09437,2506.67,26191.23,1.06748,1273.33,12283.92,1.05419,20226
"33,543","32,829",-2.1,112208.64,0.95034,9.67,16174.44,1.10235,30.17,34572.02,1.25415,39.42,12167.75,1.02918,294.17
"69,396","73,481",5.9,81747.81,0.93464,13.75,11561.11,0.9802,224.92,14612.07,0.85463,176.67,9737.66,0.87449,4875.17
"116,639","110,206",-5.5,*,*,*,*,*,*,*,*,*,8599.81,0.91079,110.5
"51,154","52,404",2.4,78724.31,0.92408,11.58,12391.85,0.8385,75.75,22150.53,1.16367,93.33,10142.29,0.9525,749.67
"48,605","49,879",2.6,67104.41,0.89814,37.83,11791.4,0.93223,266.08,19553.77,0.84636,244.92,11111.72,0.95454,1687.58
"44,949","46,632",3.7,77242.24,1.00182,27.92,17975.06,1.21914,228.08,24896.72,0.96061,147.67,12391.17,1.0981,1727
"45,771","48,260",5.4,100257.15,1.06779,115.25,15096.54,1.12089,1755.83,31383.33,1.17201,876.5,12483.81,1.07494,11909.42
"47,616","49,827",4.6,79373.74,0.96948,147.92,12924.14,1.06242,1525.17,25345.37,1.10156,746.92,11239.13,1.04336,9477.75
"37,881","39,626",4.6,87790.59,1.01199,45,12680.98,1.02177,314.92,21143.28,0.9917,209.5,11057.18,0.95977,2268.25
"47,156","49,296",4.5,72345.93,0.95035,194.83,11639.84,0.93517,1330.33,20449.31,1.00165,768,10465.08,0.9723,10150.17
"36,347","39,454",8.5,89005.16,0.90325,54.75,10715.93,0.98196,319.25,19768.46,0.90225,299.67,11132.15,1.01307,2096.92
"34,368","38,506",12.0,*,*,*,11527.44,0.9206,46.08,13700.29,0.76434,49.08,10911.93,0.91892,354
"68,903","72,264",4.9,*,*,*,10760.25,0.92467,128.92,24758.89,0.93117,97,9871.32,0.87974,950.75
"65,541","68,396",4.4,87263.86,0.7979,8.5,16386.65,1.04331,36,12359.01,0.79384,42.67,12987.31,0.90953,519.5
"47,727","51,245",7.4,*,*,*,13342.06,0.83839,95,23127.16,0.67624,45.25,12862.24,0.96212,424.5
"49,402","50,697",2.6,80207.61,0.9115,52,13655.33,1.09831,564.5,27852.02,1.22408,331.75,11708.02,1.11226,3640.08
"60,566","61,643",1.8,96635.19,0.98873,4374.58,16276.01,1.15923,18222.42,22278.42,1.02203,14169.83,11910.96,1.03427,142681.75
"43,516","44,884",3.1,81009.98,0.97644,80.5,10319.6,0.97014,811.08,22234.89,1.05221,407,10715.08,1.00841,4913.33
"74,916","76,075",1.5,*,*,*,21675.38,0.84968,18.58,31689.87,1.14598,35.58,13175.68,0.98507,351.25
"47,449","48,768",2.8,109546.64,0.99946,9.83,12097.21,0.91846,85.17,26094.05,0.949,90.42,10163.8,0.90449,622.08
"48,754","51,359",5.3,86605.49,0.98356,139.25,11428.21,0.95897,1181.83,19755.38,0.99193,635.83,10534.7,0.90772,11906.33
"68,610","69,936",1.9,*,*,*,8762.83,0.6437,19.92,10298.19,0.85955,16.17,8749.4,0.79548,375.58
"42,660","44,938",5.3,89907.99,1.01606,71.67,11754.87,0.99414,1172.42,28481.85,1.09388,623.75,11698.04,1.00429,7968.75
"28,256","31,342",10.9,83253.79,1.01739,1392.17,12529.07,1.18791,4745.75,16866.71,1.14456,10264.17,10095.64,1.10467,15902.67
"43,673","46,134",5.6,81767.8,0.90947,40.75,11369.27,0.93139,506.83,20747.57,0.98792,350.92,10170.98,0.95777,3293
"45,384","48,966",7.9,74681.97,0.96265,45.25,10517.25,1.01427,185.42,22128.46,0.90751,180,10687.75,1.00137,1440.17
"55,491","57,625",3.8,79409.42,0.99085,46.25,14549.65,1.0204,512.58,27183.28,1.07086,309.75,10876.04,0.95218,8012.5
"43,351","46,014",6.1,121631.83,1.14005,34.25,13290.25,1.04512,535.67,25356.38,1.10403,329.67,11952.56,1.00582,3623.08
"42,259","45,960",8.8,82819.52,1.02735,35.42,12608.05,0.96564,306.42,18694.29,0.95835,232.92,11508.75,0.99369,1987.58
"46,684","46,964",0.6,78980.66,0.96696,36,10459.47,1.00454,353.33,21437.3,0.97144,250.33,12124.36,1.04496,1963.92
"34,986","39,393",12.6,*,*,*,16759.4,1.21255,38.67,16210.55,1.00552,34.08,9727.7,0.85515,154
"40,828","43,345",6.2,89998.76,0.94368,90.92,12847.12,1.02211,1299.08,26404.83,1.034,740.5,12638.95,1.06218,7611.25
"43,542","46,443",6.7,80171.07,0.87253,20.33,14303.01,0.97383,235.67,19478.15,0.89834,140.17,11647.07,0.99207,1976.42
"73,308","72,474",-1.1,*,*,*,18160.13,1.16429,13.83,18301.46,1.16503,15.08,10002.13,0.92335,182.42
"42,127","43,260",2.7,68679.71,0.95279,10.17,14973.53,0.94348,85.42,33483.54,1.0683,65.42,11612.13,0.97273,829.92
"47,992","47,949",-0.1,108530.63,1.05158,24.08,15192.19,1.005,196.08,28727.29,0.98023,157.83,11136.18,0.91744,1406.58
"44,267","46,809",5.7,85419.89,1.02457,68.75,12330.11,1.03621,564,24436.3,1.05548,421.17,11148.81,1.059,2980.25
"49,532","53,670",8.4,*,*,*,*,*,*,12678.66,0.86607,18.75,6676.09,0.7802,306.92
"43,650","45,749",4.8,84615.49,0.96589,339.33,13375.23,1.12549,2390,21484.82,1.08555,1485.92,11689.31,1.14569,12328
"36,197","39,153",8.2,125128.54,1.12538,16.92,12022.47,0.99474,66.83,20067.95,1.0159,132.33,11289.58,0.98512,206.25
"43,512","47,267",8.6,94466.79,1.06691,95.5,13529.41,1.08647,544.58,24933.12,1.06339,602.42,11413.53,1.01524,1674.42
"45,041","47,724",6.0,94910.89,1.06045,152.58,13372.8,1.09225,1233.92,26275.15,1.12137,699,12149.19,1.08128,8836
"33,876","35,575",5.0,67055.77,0.99341,18.42,9376.3,0.89215,244.42,24298.45,0.91508,215.5,11426.77,1.03642,1356.33
"65,460","63,098",-3.6,78729.13,1.02711,27.33,12891.07,0.91134,209,19721.51,0.95743,238.58,13054.63,1.01832,1031.75
"44,362","46,288",4.3,85693.86,1.01071,103.75,12030.88,1.03666,1169,25038.3,1.01029,586.58,11695.37,1.04014,6980.08
"92,914","93,875",1.0,95821.94,1.11397,25.92,11054.26,0.9568,254.33,21273.83,1.0126,215,10205.12,0.92255,5150.5
"43,786","45,009",2.8,*,*,*,*,*,*,*,*,*,19863.11,1.11192,13
"51,451","50,963",-0.9,.,.,.,*,*,*,30298.53,0.91761,12.5,13141.79,1.04022,80.67
"54,721","57,402",4.9,86787.2,0.95747,37,12245.2,0.98394,593.75,19554.71,0.97888,374.33,10198.63,0.92863,8029.5
"48,015","50,931",6.1,*,*,*,22659.85,0.97772,69.5,22649.36,0.8306,61.33,10830.45,0.82173,669.17
"86,359","82,589",-4.4,.,.,.,*,*,*,.,.,.,8221.12,0.88792,17
"36,759","40,219",9.4,*,*,*,13167.3,0.92,45,9231.59,0.84065,50.33,8132.16,0.90379,360.08
"40,550","42,083",3.8,80602.27,1.01948,41.92,14666.02,1.02504,203.17,27467.78,1.126,207.42,10502.53,1.05766,1187.67
"42,658","46,817",9.7,*,*,*,17695.88,1.01702,56.5,21731.92,0.92107,91.92,13717.49,1.06065,377.33
"43,454","46,767",7.6,85708.96,0.98395,71,12134.92,1.06293,1080,22912.94,1.11111,680.17,11948.61,1.09717,5193.08
"45,345","49,815",9.9,78739.04,1.01974,26.25,10952.09,0.83251,172.75,16479.61,0.79142,193.58,10501.73,0.96992,956.92
"52,701","55,465",5.2,75966.42,1.00646,16.5,10789.66,0.94077,346.25,22171.09,0.90232,150.33,10314.87,1,2132.25
"46,332","45,909",-0.9,92995.96,1.11977,16.75,7743.46,0.84165,79.42,15071.4,0.80666,161.33,7341.67,0.90584,245.92
"56,955","58,629",2.9,105144.29,0.99528,23.25,10847.22,1.05539,266.67,25746.5,1.10735,303.17,12045.33,0.98897,2811.83
"54,789","54,663",-0.2,65119.21,1.0641,19.92,10039.38,0.93622,207.67,23398.88,0.96106,119.5,11393.76,1.00838,1407.67
"45,690","48,364",5.9,74739.94,0.98315,27.83,9072.18,0.95098,241.42,25177.21,0.99687,142.25,11248.64,0.99678,2077.17
"38,998","40,839",4.7,104661.43,1.01885,90.67,13215.37,1.06003,725,24233.54,1.16107,416.75,13617.63,1.10764,3568.83
"40,347","42,949",6.4,75716.05,0.96101,26.08,11692.53,0.94928,479.5,21494.81,1.02216,270.42,11566.56,1.04254,1674.5
"88,722","94,821",6.9,*,*,*,8225.2,0.86028,25.17,16660.61,0.94717,19.08,9054.79,0.86333,312.83
"40,618","42,590",4.9,79555.39,0.98881,12.17,9825.36,0.97289,80.5,24557.8,1.01875,99.25,10734.95,0.97709,658.58
"54,046","56,744",5.0,88567.95,0.91977,14.5,10928.12,1.04114,271.08,25781,0.9564,162.25,11240.7,0.97304,3538.83
"108,522","96,194",-11.4,.,.,.,.,.,.,.,.,.,*,*,*
"45,696","47,931",4.9,84129.16,0.98788,371,11233.27,1.00394,2280.5,22106.04,1.06581,1165.83,10726.48,1.01503,16365.08
"46,708","43,995",-5.8,95680.09,1.07811,11.25,8705.95,1.09939,59.25,31276.19,0.89189,51.5,14501.63,1.03755,425.67
"39,901","42,301",6.0,89820.58,0.8024,11.17,13292.35,0.9373,153.92,21426.31,0.83743,154,12466.76,0.93804,971.83
"42,601","45,808",7.5,75186.8,0.93587,252.58,10764.4,0.94638,2649.75,20740.82,0.99745,1354.67,10378.54,0.97926,14803.08
"94,047","89,304",-5.0,*,*,*,*,*,*,*,*,*,8859.05,0.94602,74.58
"34,029","36,888",8.4,69845.4,0.90372,15.83,11227.8,0.98655,125.83,20425.2,0.97859,118.17,12250.1,1.02876,902.25
"42,643","43,840",2.8,81147.83,0.90807,12.33,12635.85,1.05359,207.58,21753.58,0.99207,163,12884.51,1.12051,949.5
"78,790","73,094",-7.2,*,*,*,10120.05,0.92586,52.75,19082.97,0.79902,51,13601.67,0.94275,333.67
"50,721","52,617",3.7,*,*,*,8916.44,0.6631,37.83,17504.45,0.82256,47.5,8550.7,0.82676,672.75
"45,851","47,528",3.7,102487.9,1.01629,61,16096.41,1.0694,450.75,20424.25,1.05901,369.42,11841.83,1.01855,2508.33
"32,537","35,436",8.9,92507.38,0.99146,192.92,9316.95,0.94629,551.58,16804.79,0.89368,1832,9791.3,0.90734,1125.92
"44,514","46,766",5.1,84530.45,0.9822,69,12523.8,1.01078,500.08,19367.18,0.96274,340.83,10158.49,0.9459,2999.08
"41,428","44,122",6.5,*,*,*,13988.28,0.9644,34.25,15356.38,0.78088,40.83,9475.87,0.84025,310.33
"143,945","110,378",-23.3,74047.52,0.9103,138.08,11888.63,0.9899,1001.75,18605.52,0.92555,814.33,9914.8,0.95699,7618.5
"38,124","41,208",8.1,97308.61,0.99418,35.25,13608.11,1.01065,353.25,21503.45,0.94776,246.58,11793.73,1.01153,1798.5
"43,994","49,340",12.2,*,*,*,13585.48,1.10896,65,26230.48,0.97783,70.5,9860.18,0.85528,616
"33,045","33,486",1.3,*,*,*,9393.18,0.83805,85.42,20441.16,0.91756,80.17,13140.18,0.94091,562
"42,669","43,419",1.8,93250.94,1.03231,23.92,11260.29,0.95667,336.17,25007.26,0.91383,198,12306.47,0.95331,2677.58
"65,882","66,440",0.8,105769.77,1.02046,288.92,13886.44,1.05515,2979.5,24077.42,1.05126,1404.75,12521.18,1.01954,32122.33
"46,943","50,379",7.3,72624.31,0.99048,19.5,13109.69,1.04832,129.67,14453.25,0.81522,148.25,10675.2,0.96678,1175.75
"41,319","44,101",6.7,96538.36,0.95717,17.33,12886.61,1.04501,259.75,24851.37,1.02999,155.42,11357.82,1.01267,1229.17
"36,022","41,872",16.2,*,*,*,11439.72,1.11786,12.17,15779.59,0.82593,33.08,12913.74,0.90864,146.25
"39,665","42,073",6.1,89773.64,0.9712,95.17,13258.41,0.97012,728.67,24539.9,1.07769,452,10956.19,0.99535,4536.17
"39,544","41,872",5.9,76461.5,1.01664,61.58,12795.48,1.05541,781.08,22888.04,1.08838,522.67,11045.99,1.00223,3743.17
"38,416","40,957",6.6,92518.31,1.10735,21.83,13306.28,1.20038,218,20716.4,1.13747,174.08,10903.07,1.12564,830.42
"45,680","47,428",3.8,69791.61,1.11006,14.42,11821.43,0.99985,254.42,20660.26,1.03,234.25,12358.97,1.08156,1240
"47,242","49,149",4.0,80184.16,0.99556,489.67,12477.99,1.04251,2208.92,22095.37,1.06141,1523.33,10609.88,1.00013,13839.17
"58,559","55,494",-5.2,*,*,*,15738.07,0.92117,65.5,22280.05,0.91311,62.25,10777.35,0.87681,680.92
"63,100","67,945",7.7,.,.,.,4806.99,0.80714,11.58,*,*,*,11266.75,0.9831,168.67
"45,318","46,968",3.6,100959.85,1.05435,82.58,13118.96,1.03164,967.08,27927.57,1.20099,410.08,11566.9,1.07675,5491.83
"45,246","47,649",5.3,96413.82,1.05234,34.83,15605.49,1.12883,402.17,26857.27,1.00037,289.33,12077.11,1.0076,2870.58
"48,801","48,646",-0.3,89829.52,0.96723,37,11765.97,0.93621,317.92,25286.29,1.00191,185.75,10215.86,0.96307,2068.92
"58,675","61,317",4.5,86237.37,0.99836,104,14010.6,1.08933,1141.08,30257.47,1.15863,589.67,12086,1.03,10974.25
"50,187","55,989",11.6,69625.24,0.87059,10.42,8033.76,0.82724,72.17,20529.93,0.88774,95,12024.96,0.92527,714.92
"41,260","41,006",-0.6,81569.88,0.99325,18.25,11840.13,0.96177,134,16988.77,0.83372,239.58,8118.33,0.93477,779.5
"43,617","45,815",5.0,95947.26,1.04067,47.17,12471.55,1.04974,765.83,24237.7,1.10636,434.67,9797.72,0.91971,7821.5
"47,392","51,883",9.5,73197.33,0.93824,167.75,12016.32,1.01696,1347.5,16322.65,0.90481,938,11476.15,1.03967,6883.08
"50,154","55,514",10.7,82070.73,0.96515,13.5,6624.28,0.77778,59.92,9345.17,0.68807,405.17,7451.14,0.78055,284.5
"36,781","38,962",5.9,96586.48,0.84139,10.42,14488.71,0.96936,174.33,26203.89,1.01359,85.83,11333.39,1.03178,1383.5
"50,321","53,165",5.7,71608.4,0.90624,77.33,12323.5,0.99368,957.75,20812.98,0.92239,446,10639.63,0.96484,10907.92
"58,618","56,424",-3.7,*,*,*,17986.15,1.65874,13.83,14538.68,1.0563,40.42,11296.93,0.84595,182.5
"46,008","52,249",13.6,*,*,*,16257.22,0.97953,74.92,20709.66,1.125,73,11245.84,0.88688,538.83
"45,699","49,198",7.7,84364.25,1.04815,20.83,16679.82,1.16679,266.5,25574.31,1.11053,217.08,12707.98,1.0791,1420.17
"51,257","48,054",-6.2,84482.04,0.82595,21.92,10598.84,0.88248,157.83,16671.17,0.78831,268.08,9570.37,0.8578,797.83
"47,999","49,471",3.1,87553.69,1.10525,16,11614.57,0.82829,101.42,33041.54,1.00824,101.25,12161.33,1.00231,678
"50,589","53,413",5.6,.,.,.,*,*,*,*,*,*,11100.6,0.87338,87.33
"44,992","47,569",5.7,82966.8,0.98285,33.5,12151.28,0.92281,264.08,21215.5,1.00035,213.92,10762.55,0.95552,1483.08
"65,526","66,943",2.2,78014.25,0.97063,64.17,13584.23,1.06544,477.92,29906.57,1.06705,348.17,11219.82,0.97369,6716.67
"44,855","46,861",4.5,84308.02,0.91768,18.75,10058.93,0.96481,174.75,24588.55,0.90019,165.5,13205.21,1.00135,1336.83
"39,860","41,911",5.1,77512.62,0.92328,56.25,11071.42,1.02177,566.92,22783.1,1.06393,369.67,11279.17,1.0122,3831.25
"38,759","42,290",9.1,*,*,*,13124.07,1.0053,237.75,28588.63,1.05775,149.42,11279.15,1.01774,1525.08
"45,260","45,510",0.6,88007.94,1.04519,14.92,13212.84,1.22583,169.75,23903.63,1.23731,160.67,11359.67,1.14582,867
"41,707","43,626",4.6,104349.84,1.0068,30.08,15848.18,1.04415,290.75,27459.25,1.19103,188.83,13318.36,1.08815,1925.67
"45,892","47,470",3.4,79414.71,0.96174,95.92,11111.22,1.07235,475.5,21207.08,1.05077,369.67,11239.12,1.0427,3016.92
"44,005","41,586",-5.5,*,*,*,12360.14,0.81675,61.33,15074.3,0.86146,82,9094.05,0.87557,680
"46,929","49,660",5.8,*,*,*,17150.19,0.91601,32.5,18509.28,0.73097,65.75,11301.22,0.84413,257.5
"44,591","44,706",0.3,75401.51,1.0764,17.58,12800.37,0.89387,194.33,23842.86,0.98084,158.08,12721.23,0.99503,1255.08
"96,159","88,578",-7.9,*,*,*,10004.3,0.93599,35.75,25460.42,0.88638,31.33,10156.99,0.97736,378.08
"43,354","47,107",8.7,76567.85,0.89433,38.5,9488.17,0.89192,346.92,23166.74,1.02392,255.25,10330.23,1.00491,1924.75
"99,946","95,726",-4.2,*,*,*,13578.55,0.69583,12.58,21058.76,0.80819,12.33,10976.53,0.87422,219.33
"56,639","55,832",-1.4,82165.71,0.99668,253.92,11785.47,1.03062,2304.58,23506.12,1.06782,1364.75,11409.09,1.00578,19760.75
"48,387","50,951",5.3,74568.84,0.98334,8.17,11618.8,1.10281,79.75,30309.85,0.98931,76.5,9206.21,0.87689,803.33
"27,516","31,511",14.5,87870.7,1.04495,151.83,11313.97,1.04793,706.25,15959.17,1.00415,2471.08,10599.17,1.06177,812.17
"45,589","45,360",-0.5,70542.61,0.93413,10.33,10849.98,1.02605,153.25,29948.21,0.87909,78.75,11807.79,0.99758,1012.25
"60,248","59,869",-0.6,*,*,*,9830.36,0.96188,10,29667.39,1.18163,18.92,11333.16,1.02678,104.58
"61,771","66,772",8.1,*,*,*,8152.06,0.7728,10.33,29765.95,1.05495,25,14230.53,0.99061,193.5
"71,242","64,619",-9.3,*,*,*,9802.39,0.98587,31,22104.48,0.70944,49.08,14470.85,0.94394,425.5
"56,920","59,169",4.0,93201.59,1.0004,16.17,10805.33,1.01366,72.75,17101.58,0.75562,78.42,12079.33,0.98127,721.75
"52,823","54,554",3.3,88092.86,0.99199,1907.83,14054.68,1.15518,10890.33,22736.73,1.07043,6172.08,11449.5,1.02769,80072
"47,295","51,172",8.2,83784.15,0.99956,144.83,13164.81,1.08776,1778.67,21823.08,1.0391,1092.5,11780.89,1.04775,9980.33
"47,492","56,833",19.7,*,*,*,*,*,*,12132.55,0.76573,17.92,10513.92,0.88909,93.67
"38,147","42,626",11.7,70562.59,0.9675,26.75,12327.79,1.05181,123.58,19115.23,0.88611,121.58,10414.2,0.92039,684.17
"43,729","44,690",2.2,*,*,*,8374.55,0.70668,17.83,25147.23,0.64431,16.58,17403.67,1.23838,247.83
"39,180","43,404",10.8,74671.1,0.99753,39.42,12803.4,1.01096,363.75,23159.82,1.08814,239.08,11304.62,1.0137,1994
"52,033","55,927",7.5,81132.65,1.00773,132.83,11544.62,1.04902,1444.75,18985.43,0.97974,1007.92,10344.54,1.03245,8983.83
"73,299","73,982",0.9,82492.56,0.96855,747.75,11723.37,0.96835,6256.92,17843.14,0.92575,3818.5,10848.52,0.93012,52769.75
"41,668","44,332",6.4,139204.5,0.98038,15.17,11308,0.8997,252.92,24396.44,1.09832,173.83,12454.02,1.03801,1510
"36,234","39,764",9.7,95460.2,1.01839,27.42,12130.33,0.99722,332.25,23436.49,1.07993,205,11579.73,1.0939,1829.33
"39,605","40,755",2.9,78140.23,0.97236,49.25,11319.28,0.96032,633.33,24167.83,1.06519,324.33,10109.99,0.99548,3280.83
"51,233","55,500",8.3,*,*,*,9373.16,0.64939,45.92,24284,1.02684,39.08,13569.34,0.81952,196.33
"44,957","48,807",8.6,75365.04,1.02572,69.08,11239.46,0.92694,359.25,14560.5,0.84547,506.33,9440.01,0.92274,1614.83
"39,906","42,532",6.6,79026.07,0.98303,157.58,10102.06,1.01784,423.25,14154.13,0.92132,1064.92,9437.34,0.95118,2195.17
"39,470","41,673",5.6,72528.44,0.94334,43.25,13028.35,1.05333,684.42,28770.97,1.11059,453.33,11416.59,1.00621,5282.25
"53,174","54,194",1.9,88118.08,0.99279,146.5,13164.26,1.03936,1019,23065.81,1.00081,685,11168.18,1.02607,6789.92
"30,157","31,523",4.5,98467.44,0.9616,60.33,12837.4,1.03803,453.42,25852.53,1.00998,291,11904.36,1.01041,3448
"45,670","47,291",3.5,102354.99,0.9452,54.67,13919.08,1.08086,298.92,23250.95,0.99125,193.67,11692.57,1.03936,2426.17
"56,395","49,543",-12.2,82010.67,0.95635,13.58,7734.43,0.94891,136.83,22504.07,1.00443,105.25,9518.11,0.97319,735.33
"34,757","37,273",7.2,85400.03,1.00014,591.08,10498.48,0.99191,1976.58,15619.06,0.92157,5179.42,9670.7,0.97719,6353.25
"46,646","48,423",3.8,92645.44,0.97919,97.75,15032.05,1.08639,475,25516.4,1.09489,412.67,11925.3,1.02485,3278.17
"43,274","46,553",7.6,*,*,*,20976.67,0.86973,59.17,30542.18,0.80514,42.17,14550.17,0.94917,577.42
"45,009","47,089",4.6,76419.49,1.02463,142.92,12875.25,1.04865,2512.08,23675.31,1.06817,1139.5,12258.52,1.10761,11676.08
"51,145","53,397",4.4,69388.97,0.94587,12.17,13592.37,1.10599,234.42,25549.44,1.06391,136.5,14573.46,1.16969,860.25
"29,395","32,960",12.1,81050.46,1.06223,59,13344.34,1.26911,233.08,16641.94,1.08308,523.33,10254.03,1.11023,512.92
"54,444","57,236",5.1,89577.97,0.9842,320.58,11451.84,0.93182,2752.25,19925.34,0.94918,1512.67,10958.18,0.93564,34308.58
"50,561","52,093",3.0,86646.22,1.00036,48.67,10381.65,1.0157,387.5,21064.9,1.03099,280.92,9847.34,0.97053,2999.83
"66,674","60,555",-9.2,*,*,*,12192.15,0.9139,65.75,17933.4,0.79635,96.33,12061.97,0.94337,424.42
